Date,ALL,AMZN,ADBE,AAP,AKAM,ADS,APH,AAPL,XRAY,GOOG,AES,AGN,COST,T,A,CAH,ABT,AFL,AIG,AMAT,ADM,BBY,CCL,DVN,MMM,MO,COF,AIV,KMX,AEE,ACN,APTV,CPRI,ARNC
10/29/2012,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
11/5/2012,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
11/12/2012,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
11/19/2012,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
11/26/2012,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
12/3/2012,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
12/10/2012,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
12/17/2012,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
12/24/2012,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
12/31/2012,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
1/7/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
1/14/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
1/21/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
1/28/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
2/4/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
2/11/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
2/18/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
2/25/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
3/4/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
3/11/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
3/18/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
3/25/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
4/1/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
4/8/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
4/15/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
4/22/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
4/29/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
5/6/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
5/13/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
5/20/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
5/27/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
6/3/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
6/10/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
6/17/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
6/24/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
7/1/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
7/8/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
7/15/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
7/22/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
7/29/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
8/5/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
8/12/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
8/19/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
8/26/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
9/2/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
9/9/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
9/16/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
9/23/2013,39.61208497,254.300376,32.43203393,68.46521146,38.26113931,141.9699399,29.43757764,95.30131976,38.13610719,377.2306987,10.96991979,85.19043887,100.1704835,37.7,38.45464983,38.97239354,68.56146052,23.94105713,32.78967689,11.16492929,27.18114182,17.1983962,36.51717926,60.50012361,92.42253725,33.39054506,57.00998279,26.80864635,28.29378284,32.67477329,70.0300158,30.9996904,53.18087318,#VALUE!
9/30/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
10/7/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
10/14/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
10/21/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
10/28/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
11/4/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
11/11/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
11/18/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
11/25/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
12/2/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
12/9/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
12/16/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
12/23/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
12/30/2013,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
1/6/2014,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
1/13/2014,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
1/20/2014,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
1/27/2014,50.55524385,312.6288028,51.93589488,82.63873626,51.68799102,211.6550308,38.69180019,68.10691092,43.4111033,437.9825826,13.28964401,143.9481982,115.1657889,33.81999623,51.24879081,52.14365452,33.19052828,30.99451731,48.63151121,17.53035462,36.83919903,37.50102489,33.12268855,57.76009852,119.4043892,34.35082556,68.74583548,28.80989399,48.47648903,34.84501237,73.63993711,58.42005158,74.5039604,#VALUE!
